+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                 ;
+-------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_F0_inst|mul_inst          ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_F0_inst                   ; 97    ; 64             ; 0            ; 64             ; 32     ; 64              ; 64            ; 64              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st5_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st4_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st3_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st3_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st2_2 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st2_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st2_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st1_3 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st1_2 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st1_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt|st1_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|wt       ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be12     ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be11     ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be10     ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be9      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be8      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be7      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be6      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be5      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be4      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be3      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be2      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be1      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst|be0      ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst|mul_inst          ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_D0_inst                   ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st5_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st4_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st3_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st3_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st2_2 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st2_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st2_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st1_3 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st1_2 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st1_1 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt|st1_0 ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|wt       ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be12     ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be11     ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be10     ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be9      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be8      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be7      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be6      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be5      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be4      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be3      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be2      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be1      ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst|be0      ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst|mul_inst          ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|fma_N0_inst                   ; 97    ; 32             ; 0            ; 32             ; 32     ; 32              ; 32            ; 32              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT|lut_inst                      ; 9     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|DIV_UNIT                               ; 71    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st5_0             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st4_0             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st3_1             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st3_0             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st2_2             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st2_1             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st2_0             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st1_3             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st1_2             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st1_1             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt|st1_0             ; 216   ; 1              ; 0            ; 1              ; 144    ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|wt                   ; 936   ; 156            ; 0            ; 156            ; 144    ; 156             ; 156           ; 156             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be12                 ; 27    ; 2              ; 0            ; 2              ; 48     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be11                 ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be10                 ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be9                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be8                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be7                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be6                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be5                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be4                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be3                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be2                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be1                  ; 27    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst|be0                  ; 27    ; 1              ; 0            ; 1              ; 48     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT|mul_inst                      ; 49    ; 0              ; 0            ; 0              ; 48     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|MUL_UNIT                               ; 71    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|ADD_UNIT|u_lzc                         ; 24    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|ADD_UNIT                               ; 72    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|CVT4                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|CVT3                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|CVT2                                   ; 32    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu|CVT1                                   ; 32    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu|u_fpu                                        ; 108   ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fpu_eu                                              ; 116   ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_alu_eu|u_alu|u_div                                  ; 77    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_alu_eu|u_alu|u_mul                                  ; 77    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_alu_eu|u_alu                                        ; 79    ; 0              ; 0            ; 0              ; 109    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_alu_eu                                              ; 157   ; 1              ; 0            ; 1              ; 90     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_prf_fp                                              ; 201   ; 78             ; 0            ; 78             ; 198    ; 78              ; 78            ; 78              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_prf_int                                             ; 201   ; 0              ; 0            ; 0              ; 198    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_iq_lsu                                              ; 354   ; 0              ; 0            ; 0              ; 130    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_iq_fpu                                              ; 296   ; 0              ; 0            ; 0              ; 135    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_iq_alu                                              ; 391   ; 0              ; 0            ; 0              ; 167    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_dispatch                                            ; 174   ; 7              ; 16           ; 7              ; 183    ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_rob                                                 ; 285   ; 0              ; 0            ; 0              ; 316    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_rat_fp                                              ; 47    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_rat_int                                             ; 42    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fl_fp                                               ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_fl_int                                              ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_ctrl                                                ; 64    ; 0              ; 32           ; 0              ; 89     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_imem                                                ; 32    ; 0              ; 26           ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; u_pc                                                  ; 35    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
+-------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
